,fname,label,manually_verified
2981,5089152a.wav,Shatter,0
2982,508c1461.wav,Fireworks,0
2985,50917ab0.wav,Bark,0
2986,509755f0.wav,Electric_piano,0
2988,50a01a4f.wav,Flute,0
2989,50af697c.wav,Tearing,0
2990,50bcdc09.wav,Cowbell,0
2992,50bdc567.wav,Applause,0
2993,50cb9b29.wav,Burping_or_eructation,0
2995,50d356da.wav,Bark,0
2996,50d7bcd2.wav,Tearing,0
2997,50d9edd6.wav,Cough,0
3003,5116f9b0.wav,Cello,0
3006,512355a9.wav,Electric_piano,0
3007,5123bba0.wav,Bass_drum,0
3008,512661dc.wav,Bass_drum,0
3010,513f4971.wav,Electric_piano,0
3012,514710bc.wav,Hi-hat,0
3013,514a974d.wav,Tearing,0
3015,51623d70.wav,Shatter,0
3017,516ed121.wav,Fireworks,0
3018,51711246.wav,Fart,0
3019,51723a64.wav,Cowbell,0
3020,517f3959.wav,Microwave_oven,0
3022,518ea0eb.wav,Fireworks,0
3023,51994034.wav,Cough,0
3024,519b068d.wav,Bark,0
3026,51a51d9d.wav,Squeak,0
3027,51afebdf.wav,Electric_piano,0
3030,51bc618d.wav,Applause,0
3031,51c4cd41.wav,Flute,0
3034,51d28a24.wav,Acoustic_guitar,0
3035,51edf8ee.wav,Knock,0
3036,51f845a4.wav,Tearing,0
3038,51fc52e6.wav,Knock,0
3039,51ffc008.wav,Electric_piano,0
3045,521c3585.wav,Fireworks,0
3048,5233fe9c.wav,Trumpet,0
3050,5239016a.wav,Shatter,0
3052,52422d3d.wav,Fireworks,0
3054,524dea8d.wav,Applause,0
3055,5252f89f.wav,Tearing,0
3057,52719891.wav,Clarinet,0
3058,527a6550.wav,Writing,0
3060,5283a183.wav,Bass_drum,0
3062,5287b30b.wav,Clarinet,0
3065,529c6ded.wav,Tearing,0
3067,52aceab1.wav,Tearing,0
3069,52b61c21.wav,Squeak,0
3070,52ba1c68.wav,Hi-hat,0
3072,52d78e42.wav,Squeak,0
3074,52e5b888.wav,Laughter,0
3075,52e8444c.wav,Fireworks,0
3077,52efdfdd.wav,Meow,0
3078,5305bd4e.wav,Shatter,0
3080,53157a1b.wav,Cello,0
3081,5315d52b.wav,Fart,0
3082,5316ab94.wav,Hi-hat,0
3083,5318e9d2.wav,Fireworks,0
3085,531b0def.wav,Electric_piano,0
3086,5323a054.wav,Cough,0
3087,532dfe7e.wav,Hi-hat,0
3088,5343d118.wav,Fireworks,0
3089,5343fd1e.wav,Snare_drum,0
3090,534914d0.wav,Fart,0
3092,5361e01a.wav,Cough,0
3094,5372a9e5.wav,Drawer_open_or_close,0
3095,53765a7b.wav,Fireworks,0
3099,5399cdfb.wav,Flute,0
3100,53b13ce5.wav,Keys_jangling,0
3101,53b70883.wav,Hi-hat,0
3102,53b99f13.wav,Tearing,0
3105,53c716f5.wav,Harmonica,0
3106,53c94e09.wav,Fireworks,0
3107,53c99b1f.wav,Cello,0
3110,53d5dfdf.wav,Applause,0
3111,53da29c9.wav,Hi-hat,0
3112,53dda34d.wav,Snare_drum,0
3113,53f24a96.wav,Snare_drum,0
3117,540dcb37.wav,Cowbell,0
3118,541793d3.wav,Tearing,0
3119,542855bb.wav,Knock,0
3123,5448e59e.wav,Trumpet,0
3124,544b7abd.wav,Computer_keyboard,0
3125,544e7a47.wav,Oboe,0
3127,545574e6.wav,Cowbell,0
3128,5460a181.wav,Applause,0
3131,5467ecb4.wav,Tearing,0
3132,546d1aa8.wav,Tearing,0
3134,54864b6d.wav,Flute,0
3136,548f4a64.wav,Computer_keyboard,0
3137,5495de48.wav,Chime,0
3138,54a77272.wav,Fireworks,0
3139,54a7a58f.wav,Tearing,0
3140,54a8e5b9.wav,Snare_drum,0
3141,54ab7672.wav,Trumpet,0
3143,54b61eec.wav,Bus,0
3144,54b714ef.wav,Applause,0
3146,54beedf8.wav,Acoustic_guitar,0
3147,54c20e0a.wav,Double_bass,0
3148,54c2fdba.wav,Tambourine,0
3149,54c32b7a.wav,Applause,0
3151,54cfff7e.wav,Bass_drum,0
3154,54efbdf9.wav,Electric_piano,0
3156,54f86efe.wav,Hi-hat,0
3157,54f89ec3.wav,Oboe,0
3158,54feec8f.wav,Applause,0
3159,5503dbff.wav,Trumpet,0
3161,55040d8b.wav,Burping_or_eructation,0
3164,550cae67.wav,Shatter,0
3165,5531a5e1.wav,Bass_drum,0
3169,5558f338.wav,Fireworks,0
3170,5560b9c0.wav,Tearing,0
3171,557040c2.wav,Snare_drum,0
3172,557475a3.wav,Tearing,0
3173,55783841.wav,Knock,0
3176,55a17a88.wav,Writing,0
3177,55a23759.wav,Saxophone,0
3179,55b2828b.wav,Acoustic_guitar,0
3181,55b7d572.wav,Double_bass,0
3182,55c288a5.wav,Oboe,0
3183,55cb6a50.wav,Fireworks,0
3187,55df0089.wav,Writing,0
3188,5604d72a.wav,Clarinet,0
3190,560977ac.wav,Saxophone,0
3192,56220972.wav,Snare_drum,0
3193,56238daa.wav,Double_bass,0
3194,56239e18.wav,Trumpet,0
3195,56271e97.wav,Scissors,0
3197,562fed68.wav,Double_bass,0
3198,5631d60b.wav,Applause,0
3199,5638382e.wav,Knock,0
3200,563f830b.wav,Bass_drum,0
3202,564c018d.wav,Writing,0
3203,564ebce0.wav,Fart,0
3205,5655bcc9.wav,Bass_drum,0
3208,5666db3a.wav,Gong,0
3211,567ac6d1.wav,Cough,0
3212,5683f1b4.wav,Laughter,0
3216,56a26f01.wav,Shatter,0
3217,56a59a85.wav,Fart,0
3218,56aacb80.wav,Laughter,0
3219,56b18d22.wav,Bass_drum,0
3221,56c1363d.wav,Hi-hat,0
3222,56c736b2.wav,Snare_drum,0
3223,56db9231.wav,Cough,0
3224,56de1a6e.wav,Bass_drum,0
3225,56e0b337.wav,Drawer_open_or_close,0
3230,5700bda7.wav,Electric_piano,0
3231,57024106.wav,Shatter,0
3233,5709ee5e.wav,Laughter,0
3234,571f47da.wav,Knock,0
3235,572bb939.wav,Shatter,0
3237,57419cc7.wav,Hi-hat,0
3239,574d304d.wav,Bark,0
3240,5752e184.wav,Writing,0
3245,575d8f8f.wav,Writing,0
3247,576a7107.wav,Trumpet,0
3248,576dc3f8.wav,Clarinet,0
3249,5775ce57.wav,Harmonica,0
3252,5786b4b8.wav,Snare_drum,0
3253,5786e5ed.wav,Knock,0
3254,578874df.wav,Acoustic_guitar,0
3256,57a3656e.wav,Microwave_oven,0
3257,57aa8a3b.wav,Flute,0
3258,57ac25f8.wav,Hi-hat,0
3259,57de0162.wav,Bass_drum,0
3263,581a785f.wav,Acoustic_guitar,0
3265,58387c2d.wav,Harmonica,0
3266,585462e1.wav,Laughter,0
3268,5857ac4f.wav,Writing,0
3270,5864d494.wav,Writing,0
3271,58650dc4.wav,Bass_drum,0
3272,5868ef95.wav,Tearing,0
3275,58707979.wav,Oboe,0
3280,5893a316.wav,Shatter,0
3281,589789cb.wav,Oboe,0
3282,589b7cbe.wav,Cough,0
3284,58ba4d53.wav,Tambourine,0
3286,58c581a3.wav,Bark,0
3287,58caa1a6.wav,Shatter,0
3289,58cec63d.wav,Cough,0
3290,58d4f832.wav,Shatter,0
3294,58da3a95.wav,Cowbell,0
3295,58e7e580.wav,Tearing,0
3296,58ea1595.wav,Acoustic_guitar,0
3298,58fd33e3.wav,Burping_or_eructation,0
3300,58ffa1af.wav,Double_bass,0
3303,59107829.wav,Cough,0
3306,591ebd98.wav,Telephone,0
3307,59317e02.wav,Cough,0
3314,595c7b54.wav,Laughter,0
3315,5964b6ee.wav,Chime,0
3316,5966612f.wav,Tearing,0
3317,59667f26.wav,Bark,0
3318,5967bec2.wav,Fireworks,0
3323,59839dba.wav,Writing,0
3325,59986c41.wav,Knock,0
3327,59a80d41.wav,Shatter,0
3329,59c0317c.wav,Writing,0
3330,59ca9d6b.wav,Squeak,0
3333,59f6cc23.wav,Applause,0
3335,5a0db4b1.wav,Cello,0
3336,5a1456d5.wav,Cough,0
3338,5a1aa685.wav,Cello,0
3339,5a290275.wav,Fireworks,0
3340,5a2ecd2d.wav,Laughter,0
3344,5a4404c9.wav,Bark,0
3345,5a53e933.wav,Applause,0
3346,5a55b3dd.wav,Clarinet,0
3347,5a5f7fa1.wav,Burping_or_eructation,0
3348,5a60144f.wav,Saxophone,0
3350,5a7c8da8.wav,Cough,0
3352,5a8ac874.wav,Oboe,0
3353,5a8e0ae7.wav,Fireworks,0
3354,5a92008e.wav,Clarinet,0
3356,5aa1eff9.wav,Hi-hat,0
3358,5aa7d1d3.wav,Applause,0
3360,5aabae55.wav,Bark,0
3361,5ab5a831.wav,Gong,0
3362,5abb8f6d.wav,Snare_drum,0
3363,5abc2cd1.wav,Cough,0
3364,5abcd00b.wav,Cowbell,0
3366,5abdead3.wav,Saxophone,0
3368,5adcf9b3.wav,Fart,0
3369,5af67072.wav,Fireworks,0
3370,5afe0b38.wav,Snare_drum,0
3371,5aff8db8.wav,Oboe,0
3373,5b05a989.wav,Acoustic_guitar,0
3374,5b083a1b.wav,Shatter,0
3375,5b0f3bc6.wav,Snare_drum,0
3376,5b169f29.wav,Shatter,0
3378,5b3300e6.wav,Double_bass,0
3380,5b3f44d8.wav,Applause,0
3381,5b40b38c.wav,Acoustic_guitar,0
3382,5b46302b.wav,Squeak,0
3383,5b5b32bf.wav,Harmonica,0
3384,5b603445.wav,Burping_or_eructation,0
3386,5b8e2fa4.wav,Squeak,0
3387,5b90d750.wav,Flute,0
3388,5b980c61.wav,Fart,0
3389,5b9a8b5f.wav,Acoustic_guitar,0
3390,5bac1638.wav,Bus,0
3392,5baf9398.wav,Fart,0
3393,5baff24a.wav,Bark,0
3396,5bbb4e42.wav,Tearing,0
3398,5bc35f2c.wav,Shatter,0
3399,5bcdaa50.wav,Oboe,0
3401,5bdb30ae.wav,Clarinet,0
3402,5bf53c2d.wav,Fart,0
3403,5c029f9f.wav,Fart,0
3407,5c1521da.wav,Shatter,0
3408,5c166dcf.wav,Trumpet,0
3409,5c1932e9.wav,Flute,0
3410,5c1a334d.wav,Shatter,0
3413,5c238ad9.wav,Flute,0
3416,5c3371c4.wav,Cello,0
3419,5c356407.wav,Acoustic_guitar,0
3421,5c581093.wav,Bass_drum,0
3423,5c5df58c.wav,Bus,0
3424,5c5dfa2e.wav,Snare_drum,0
3428,5c69ed70.wav,Applause,0
3430,5c92ea4b.wav,Tearing,0
3431,5c967cf2.wav,Squeak,0
3433,5c9f2e3d.wav,Snare_drum,0
3435,5cc2be86.wav,Cough,0
3436,5cca8915.wav,Burping_or_eructation,0
3439,5cddb6d3.wav,Computer_keyboard,0
3440,5cde1aa6.wav,Knock,0
3441,5ce35515.wav,Bass_drum,0
3443,5cec2378.wav,Knock,0
3444,5cf03876.wav,Applause,0
3449,5d025bc2.wav,Flute,0
3450,5d02f94b.wav,Hi-hat,0
3453,5d10b35b.wav,Saxophone,0
3455,5d1e644b.wav,Oboe,0
3456,5d21633f.wav,Trumpet,0
3457,5d246b14.wav,Harmonica,0
3458,5d36e4df.wav,Shatter,0
3459,5d3a2660.wav,Fart,0
3460,5d3ae8e3.wav,Keys_jangling,0
3462,5d4ee93d.wav,Gong,0
3465,5d53fe7b.wav,Knock,0
3466,5d58aa13.wav,Microwave_oven,0
3468,5d5c4b15.wav,Hi-hat,0
3469,5d5ea0ea.wav,Clarinet,0
3470,5d5fecd0.wav,Oboe,0
3472,5d681247.wav,Bass_drum,0
3473,5d7158bc.wav,Gong,0
3478,5d8e2712.wav,Tearing,0
3479,5d902b1c.wav,Bass_drum,0
3482,5d939814.wav,Bark,0
3486,5db43d95.wav,Burping_or_eructation,0
3489,5dc55b0c.wav,Writing,0
3490,5dcb880c.wav,Clarinet,0
3492,5dd6e37d.wav,Applause,0
3494,5dedf872.wav,Bass_drum,0
3495,5dee10ca.wav,Fart,0
3496,5df7f1d0.wav,Squeak,0
3497,5e04aa68.wav,Cello,0
3498,5e0b5087.wav,Applause,0
3499,5e0d9b18.wav,Fart,0
3503,5e3b2fca.wav,Cello,0
3505,5e4d7606.wav,Fireworks,0
3506,5e597f1e.wav,Writing,0
3509,5e626acd.wav,Writing,0
3512,5e7e75f7.wav,Applause,0
3514,5e91ed7e.wav,Trumpet,0
3517,5e999857.wav,Harmonica,0
3518,5ea18a36.wav,Meow,0
3519,5eaa4ac7.wav,Fireworks,0
3520,5eabc175.wav,Fart,0
3524,5ec49ef4.wav,Bark,0
3526,5ec9e1e8.wav,Microwave_oven,0
3529,5eec8fe1.wav,Harmonica,0
3533,5f11882f.wav,Fireworks,0
3534,5f18dad3.wav,Hi-hat,0
3535,5f1fadee.wav,Clarinet,0
3538,5f383659.wav,Computer_keyboard,0
3539,5f3f655e.wav,Bass_drum,0
3541,5f597196.wav,Harmonica,0
3543,5f63bbad.wav,Knock,0
3544,5f673482.wav,Bass_drum,0
3546,5f71ebaa.wav,Writing,0
3547,5f73d3c8.wav,Gong,0
3549,5f7d4d21.wav,Bus,0
3551,5f886a73.wav,Squeak,0
3552,5f88f48e.wav,Gong,0
3554,5f95ce73.wav,Bass_drum,0
3556,5fb10f46.wav,Double_bass,0
3557,5fc120cc.wav,Keys_jangling,0
3558,5fc54ba5.wav,Cough,0
3559,5fca447b.wav,Acoustic_guitar,0
3560,5fca79da.wav,Fireworks,0
3561,5fcfe4c2.wav,Writing,0
3562,5fd95b59.wav,Knock,0
3564,5fe4741a.wav,Fart,0
3565,5fed8602.wav,Laughter,0
3567,600dc6d1.wav,Laughter,0
3568,600fbad3.wav,Drawer_open_or_close,0
3570,601c44d5.wav,Double_bass,0
3571,602ca70a.wav,Oboe,0
3572,602f68bf.wav,Tearing,0
3574,603cc6cd.wav,Shatter,0
3575,604b54a9.wav,Clarinet,0
3577,604f23cd.wav,Finger_snapping,0
3578,60531e43.wav,Gong,0
3580,6064aad0.wav,Fart,0
3581,60691995.wav,Cowbell,0
3583,608ac00c.wav,Cello,0
3584,609e2253.wav,Burping_or_eructation,0
3586,60c03b3e.wav,Burping_or_eructation,0
3589,60ee6e25.wav,Bass_drum,0
3592,60f75c30.wav,Hi-hat,0
3593,60f9e3ed.wav,Fireworks,0
3594,610d986c.wav,Gong,0
3595,6115e8ac.wav,Fireworks,0
3596,6116eaa8.wav,Double_bass,0
3598,611c7dbf.wav,Snare_drum,0
3599,6122f82a.wav,Hi-hat,0
3600,6123a18d.wav,Knock,0
3603,612e2c3e.wav,Hi-hat,0
3607,6159836f.wav,Knock,0
3608,615bc8fb.wav,Cowbell,0
3610,615f78cb.wav,Snare_drum,0
3611,61618791.wav,Tearing,0
3612,61628e3b.wav,Shatter,0
3615,61730894.wav,Knock,0
3616,617db487.wav,Acoustic_guitar,0
3617,618cdb7c.wav,Gong,0
3618,6191b717.wav,Laughter,0
3620,6195b3c5.wav,Snare_drum,0
3621,619d8d1e.wav,Applause,0
3622,61b73bfe.wav,Cello,0
3624,61c168ff.wav,Knock,0
3628,61ccee3e.wav,Trumpet,0
3630,61e63fef.wav,Hi-hat,0
3631,61ef1c43.wav,Double_bass,0
3634,61ffb766.wav,Fart,0
3636,62189e25.wav,Cello,0
3639,622c09a0.wav,Keys_jangling,0
3640,623781d2.wav,Shatter,0
3642,623f0124.wav,Cello,0
3643,62529b0a.wav,Harmonica,0
3644,62532077.wav,Bass_drum,0
3645,6264e6b6.wav,Shatter,0
3647,626f8d25.wav,Laughter,0
3649,62716369.wav,Shatter,0
3650,627395bc.wav,Double_bass,0
3651,6278056d.wav,Shatter,0
3652,627e95db.wav,Tambourine,0
3658,62aa42eb.wav,Cello,0
3659,62b11034.wav,Flute,0
3660,62c04b69.wav,Squeak,0
3661,62c30547.wav,Flute,0
3662,62ccffe4.wav,Trumpet,0
3663,62d25be7.wav,Hi-hat,0
3664,62e0d004.wav,Cello,0
3665,62ef41ab.wav,Cowbell,0
3668,62ffe8bd.wav,Cowbell,0
3669,63043359.wav,Meow,0
3671,63104371.wav,Writing,0
3672,63190691.wav,Tambourine,0
3673,63222cd2.wav,Double_bass,0
3674,6325deb1.wav,Fart,0
3675,632c3aaf.wav,Violin_or_fiddle,0
3676,632fd5c9.wav,Bass_drum,0
3678,633534a5.wav,Squeak,0
3679,633a56ad.wav,Burping_or_eructation,0
3680,636156af.wav,Gong,0
3683,63820da4.wav,Burping_or_eructation,0
3684,63855068.wav,Cowbell,0
3687,638ec6c8.wav,Tearing,0
3688,63922488.wav,Writing,0
3691,639cd52b.wav,Applause,0
3693,63b006f9.wav,Scissors,0
3694,63b95f33.wav,Keys_jangling,0
3695,63b9e36a.wav,Double_bass,0
3696,63bf5647.wav,Trumpet,0
3697,63c31673.wav,Gong,0
3700,63cbed9a.wav,Chime,0
3701,63d9a8eb.wav,Tearing,0
3702,63db2898.wav,Bark,0
3707,63f4fc0e.wav,Shatter,0
3708,64010440.wav,Harmonica,0
3709,6412ee13.wav,Bass_drum,0
3711,641b0096.wav,Finger_snapping,0
3715,6435af44.wav,Double_bass,0
3716,6439679a.wav,Acoustic_guitar,0
3717,643dfb33.wav,Fireworks,0
3718,643e4e39.wav,Fireworks,0
3719,64409ae0.wav,Writing,0
3720,644a201b.wav,Hi-hat,0
3721,644aaa95.wav,Cough,0
3723,645853ad.wav,Squeak,0
3727,647968c4.wav,Trumpet,0
3729,6480dd54.wav,Double_bass,0
3730,64851800.wav,Drawer_open_or_close,0
3731,648bf857.wav,Microwave_oven,0
3733,649c7632.wav,Laughter,0
3734,64a5a10a.wav,Computer_keyboard,0
3735,64a9194b.wav,Electric_piano,0
3736,64ac5d6b.wav,Flute,0
3737,64ad99d7.wav,Double_bass,0
3739,64b1e8c8.wav,Writing,0
3740,64b2bbce.wav,Snare_drum,0
3741,64c1bdd2.wav,Double_bass,0
3742,64c34adb.wav,Laughter,0
3743,64c61d9b.wav,Bass_drum,0
3744,64cc0e5b.wav,Gong,0
3747,64de2033.wav,Bark,0
3748,64e4195e.wav,Cowbell,0
3749,64e4c75b.wav,Bark,0
3750,64e6b239.wav,Tambourine,0
3752,6501ec3b.wav,Squeak,0
3753,6506aa35.wav,Electric_piano,0
3754,650d3361.wav,Glockenspiel,0
3755,6514d3d3.wav,Bass_drum,0
3757,651940b3.wav,Tearing,0
3759,652df6f3.wav,Clarinet,0
3761,654c910e.wav,Clarinet,0
3762,65532582.wav,Drawer_open_or_close,0
3763,655b5248.wav,Double_bass,0
3766,6587cf01.wav,Snare_drum,0
3767,6596a6d0.wav,Squeak,0
3769,65997d16.wav,Clarinet,0
3771,65a604fb.wav,Acoustic_guitar,0
3773,65b8dac7.wav,Cough,0
3775,65cf904e.wav,Tearing,0
3777,65d3c9a4.wav,Fireworks,0
3778,65d688be.wav,Cello,0
3779,65d7c8a6.wav,Oboe,0
3780,65de6350.wav,Bark,0
3781,65f0a1fa.wav,Gong,0
3782,65f60c42.wav,Applause,0
3783,6604ef02.wav,Acoustic_guitar,0
3784,660a83c4.wav,Trumpet,0
3785,66127f3f.wav,Writing,0
3786,6625eab7.wav,Tearing,0
3787,663954f8.wav,Fart,0
3788,6639d6c6.wav,Tambourine,0
3789,6649f294.wav,Oboe,0
3791,6657fa9a.wav,Knock,0
3793,6664d3eb.wav,Violin_or_fiddle,0
3794,66764deb.wav,Gong,0
3795,667c75cf.wav,Harmonica,0
3797,667e0fb2.wav,Burping_or_eructation,0
3798,66800b2b.wav,Writing,0
3799,66824303.wav,Computer_keyboard,0
3801,66895845.wav,Oboe,0
3802,669b7c46.wav,Squeak,0
3803,66a159d5.wav,Hi-hat,0
3804,66a5004c.wav,Fart,0
3806,66af2f72.wav,Bark,0
3808,66b65fff.wav,Meow,0
3809,66b8f88f.wav,Applause,0
3810,66bb1172.wav,Cough,0
3811,66bcf27e.wav,Double_bass,0
3814,66c39830.wav,Clarinet,0
3815,66ccbc5f.wav,Applause,0
3816,66dd3d3b.wav,Acoustic_guitar,0
3817,66e0dd75.wav,Cello,0
3818,66f8e692.wav,Shatter,0
3820,670093d9.wav,Chime,0
3822,67052549.wav,Fireworks,0
3824,670a1d0b.wav,Laughter,0
3826,670ef10d.wav,Snare_drum,0
3828,673a623f.wav,Burping_or_eructation,0
3830,674664a6.wav,Double_bass,0
3831,674b6f0f.wav,Meow,0
3832,674fed1f.wav,Laughter,0
3833,675e616f.wav,Fireworks,0
3834,6760fd6d.wav,Tearing,0
3837,67909683.wav,Snare_drum,0
3838,67c69330.wav,Bark,0
3840,67e4e043.wav,Keys_jangling,0
3842,67eceec7.wav,Double_bass,0
3845,67ffdc45.wav,Fart,0
3846,68178f77.wav,Chime,0
3847,681b996f.wav,Snare_drum,0
3849,6823ee92.wav,Fireworks,0
3852,6835397c.wav,Hi-hat,0
3853,684e4a9e.wav,Clarinet,0
3855,6855cd97.wav,Acoustic_guitar,0
3856,685676c5.wav,Writing,0
3858,685a6077.wav,Gong,0
3860,686a78bf.wav,Squeak,0
3861,686bbe8b.wav,Harmonica,0
3862,6876f41e.wav,Squeak,0
3863,68942258.wav,Squeak,0
3865,689ad798.wav,Electric_piano,0
3867,68a5d0d1.wav,Laughter,0
3868,68a93434.wav,Gong,0
3869,68ae12e2.wav,Fireworks,0
3870,68b11a4d.wav,Clarinet,0
3871,68b4facc.wav,Oboe,0
3872,68b5bf43.wav,Electric_piano,0
3873,68bc0ce4.wav,Flute,0
3875,68c57a43.wav,Burping_or_eructation,0
3877,68d8b3fd.wav,Meow,0
3878,68ddd963.wav,Bark,0
3880,68ef495a.wav,Tambourine,0
3881,68f43bf1.wav,Tambourine,0
3882,690556ea.wav,Acoustic_guitar,0
3885,6913ad7b.wav,Applause,0
3886,691634cc.wav,Fireworks,0
3887,6916a023.wav,Shatter,0
3889,69186820.wav,Glockenspiel,0
3892,6933a440.wav,Fireworks,0
3893,6934efec.wav,Meow,0
3894,695a6dcb.wav,Snare_drum,0
3895,6963377a.wav,Chime,0
3896,696ed9ab.wav,Fart,0
3897,697f33c6.wav,Laughter,0
3902,6999255e.wav,Trumpet,0
3905,69bbe198.wav,Fireworks,0
3907,69cadbf5.wav,Flute,0
3910,69d6d713.wav,Bass_drum,0
3911,69dad1d3.wav,Burping_or_eructation,0
3912,69dc09b0.wav,Microwave_oven,0
3914,69e3060d.wav,Double_bass,0
3915,69e3e709.wav,Knock,0
3916,69e9d6a0.wav,Cello,0
3917,69ea40b5.wav,Fireworks,0
3918,69ecd79d.wav,Writing,0
3919,69f28d59.wav,Fireworks,0
3920,69f9d967.wav,Snare_drum,0
3921,69fbf109.wav,Oboe,0
3922,69fd8eac.wav,Knock,0
3923,69fe3102.wav,Tearing,0
3926,6a09c24b.wav,Acoustic_guitar,0
3927,6a0a829f.wav,Shatter,0
3930,6a1f0cc7.wav,Applause,0
3934,6a30339c.wav,Bass_drum,0
3935,6a34c975.wav,Keys_jangling,0
3937,6a3bfead.wav,Oboe,0
3938,6a4276c7.wav,Double_bass,0
3939,6a446a35.wav,Acoustic_guitar,0
3940,6a591e37.wav,Gong,0
3943,6a63cd35.wav,Keys_jangling,0
3945,6a64d4a4.wav,Oboe,0
3948,6a72696a.wav,Snare_drum,0
3949,6a7c4f15.wav,Cello,0
3953,6a8a3268.wav,Tambourine,0
3955,6a8ebd07.wav,Fart,0
3956,6a8efc50.wav,Oboe,0
3960,6a96ef38.wav,Shatter,0
3961,6aa010f1.wav,Bass_drum,0
3963,6aa12aa0.wav,Knock,0
3964,6aa1b4f0.wav,Trumpet,0
3965,6aa2fe1a.wav,Tearing,0
3969,6abeea59.wav,Trumpet,0
3971,6ace943d.wav,Tearing,0
3972,6acef16d.wav,Acoustic_guitar,0
3973,6ad3a1aa.wav,Drawer_open_or_close,0
3975,6add325a.wav,Writing,0
3976,6af97eab.wav,Laughter,0
3979,6aff806b.wav,Bus,0
3981,6b03607b.wav,Double_bass,0
3982,6b15ac5a.wav,Flute,0
3984,6b1896ab.wav,Drawer_open_or_close,0
3987,6b28b873.wav,Bark,0
3989,6b33850f.wav,Computer_keyboard,0
3991,6b45a7ab.wav,Writing,0
3995,6b6bdc93.wav,Applause,0
3996,6b6ef25f.wav,Tambourine,0
3998,6b76a217.wav,Squeak,0
4003,6baf07c8.wav,Tearing,0
4005,6bc67fe4.wav,Acoustic_guitar,0
4007,6bda61dd.wav,Squeak,0
4008,6bddfa9f.wav,Harmonica,0
4009,6be65e35.wav,Tearing,0
4010,6bea98c9.wav,Squeak,0
4011,6bfe2344.wav,Oboe,0
4013,6bfe6671.wav,Trumpet,0
4014,6bfef780.wav,Cough,0
4015,6c053100.wav,Tearing,0
4017,6c208e34.wav,Applause,0
4018,6c271514.wav,Flute,0
4020,6c3828ac.wav,Trumpet,0
4021,6c3ccd7a.wav,Flute,0
4022,6c49d5d5.wav,Snare_drum,0
4023,6c505bc8.wav,Knock,0
4024,6c69e1c0.wav,Cowbell,0
4026,6c7e8850.wav,Shatter,0
4027,6c7f59a7.wav,Trumpet,0
4028,6c84907a.wav,Bark,0
4029,6c8789de.wav,Trumpet,0
4030,6c923faa.wav,Oboe,0
4032,6c94cf13.wav,Cello,0
4035,6cb35c9d.wav,Cowbell,0
4036,6cbb47e9.wav,Gong,0
4037,6cbf3518.wav,Trumpet,0
4041,6cde1300.wav,Cello,0
4042,6ce42228.wav,Shatter,0
4046,6cf01b03.wav,Computer_keyboard,0
4047,6cfd79c3.wav,Trumpet,0
4049,6d10d700.wav,Writing,0
4050,6d15afe2.wav,Burping_or_eructation,0
4051,6d1e1e67.wav,Applause,0
4054,6d36f4e4.wav,Trumpet,0
4057,6d4be757.wav,Snare_drum,0
4058,6d4fca1c.wav,Bus,0
4059,6d52f8c1.wav,Knock,0
4060,6d5abee4.wav,Cough,0
4064,6d9019ba.wav,Hi-hat,0
4065,6d9b63eb.wav,Oboe,0
4066,6d9e7052.wav,Laughter,0
4067,6da3d596.wav,Shatter,0
4069,6dc4e733.wav,Writing,0
4071,6dc89ee7.wav,Fireworks,0
4072,6dcdddab.wav,Fart,0
4074,6ddfdcfd.wav,Cough,0
4076,6de58fec.wav,Laughter,0
4080,6dfd9bac.wav,Clarinet,0
4081,6dfdf381.wav,Cello,0
4082,6e028fd5.wav,Laughter,0
4083,6e09d1f2.wav,Gong,0
4084,6e139908.wav,Gong,0
4085,6e14925e.wav,Harmonica,0
4086,6e18d7ed.wav,Fart,0
4089,6e54b3a9.wav,Flute,0
4091,6e78745c.wav,Knock,0
4092,6e78afc3.wav,Bus,0
4094,6e7ff407.wav,Laughter,0
4096,6e904024.wav,Laughter,0
4098,6ea1b08a.wav,Meow,0
4099,6ea22bc2.wav,Saxophone,0
4100,6eb342ea.wav,Burping_or_eructation,0
4102,6eb60c13.wav,Oboe,0
4106,6ecc6446.wav,Flute,0
4107,6eddc708.wav,Hi-hat,0
4109,6eeb7d48.wav,Squeak,0
4110,6eebda32.wav,Laughter,0
4113,6efdf654.wav,Cough,0
4114,6f02c591.wav,Saxophone,0
4115,6f049dbb.wav,Telephone,0
4116,6f05d010.wav,Burping_or_eructation,0
4117,6f19512b.wav,Fart,0
4118,6f3038f1.wav,Cough,0
4120,6f39be3e.wav,Squeak,0
4121,6f444e0e.wav,Tambourine,0
4122,6f44f1b8.wav,Knock,0
4123,6f484851.wav,Applause,0
4127,6f8909e7.wav,Burping_or_eructation,0
4128,6f8e7de4.wav,Scissors,0
4129,6f95f6ee.wav,Double_bass,0
4130,6f96bccc.wav,Keys_jangling,0
4132,6fab1f61.wav,Tearing,0
4134,6fc1cba8.wav,Scissors,0
4135,6fc9c9d5.wav,Computer_keyboard,0
4137,6fcb552a.wav,Applause,0
4138,6fce4d13.wav,Oboe,0
4141,6fdb913f.wav,Acoustic_guitar,0
4142,6fe0c043.wav,Fart,0
4143,6ff3911e.wav,Computer_keyboard,0
4144,6ff78d91.wav,Double_bass,0
4145,6ffb293d.wav,Computer_keyboard,0
