fname,description,manually_verified,label,id
/home/aagnone/data/dcase2018_gen/4e15c09c.wav,Fart,0,15,4e15c09c
/home/aagnone/data/dcase2018_gen/4e1af22c.wav,Tearing,1,36,4e1af22c
/home/aagnone/data/dcase2018_gen/4e1f8e90.wav,Oboe,1,29,4e1f8e90
/home/aagnone/data/dcase2018_gen/4e249374.wav,Squeak,0,34,4e249374
/home/aagnone/data/dcase2018_gen/4e260295.wav,Tearing,0,36,4e260295
/home/aagnone/data/dcase2018_gen/4e2fcd3b.wav,Clarinet,1,8,4e2fcd3b
/home/aagnone/data/dcase2018_gen/4e383c90.wav,Bass_drum,0,3,4e383c90
/home/aagnone/data/dcase2018_gen/4e48e683.wav,Fireworks,0,17,4e48e683
/home/aagnone/data/dcase2018_gen/4e4b9381.wav,Tearing,0,36,4e4b9381
/home/aagnone/data/dcase2018_gen/4e50f73b.wav,Cowbell,1,11,4e50f73b
/home/aagnone/data/dcase2018_gen/4e556dc5.wav,Fireworks,1,17,4e556dc5
/home/aagnone/data/dcase2018_gen/4e5c2133.wav,Hi-hat,0,23,4e5c2133
/home/aagnone/data/dcase2018_gen/4e5d8e2c.wav,Fireworks,0,17,4e5d8e2c
/home/aagnone/data/dcase2018_gen/4e66921a.wav,Telephone,1,37,4e66921a
/home/aagnone/data/dcase2018_gen/4e74d920.wav,Snare_drum,1,33,4e74d920
/home/aagnone/data/dcase2018_gen/4e82d86d.wav,Clarinet,0,8,4e82d86d
/home/aagnone/data/dcase2018_gen/4e8a6556.wav,Cough,1,10,4e8a6556
/home/aagnone/data/dcase2018_gen/4e8b215c.wav,Gunshot_or_gunfire,1,21,4e8b215c
/home/aagnone/data/dcase2018_gen/4e8c24e1.wav,Laughter,1,26,4e8c24e1
/home/aagnone/data/dcase2018_gen/4e91242e.wav,Knock,1,25,4e91242e
/home/aagnone/data/dcase2018_gen/4e93661c.wav,Saxophone,1,30,4e93661c
/home/aagnone/data/dcase2018_gen/4ea11a81.wav,Squeak,0,34,4ea11a81
/home/aagnone/data/dcase2018_gen/4eb1742d.wav,Finger_snapping,1,16,4eb1742d
/home/aagnone/data/dcase2018_gen/4eb50766.wav,Gunshot_or_gunfire,1,21,4eb50766
/home/aagnone/data/dcase2018_gen/4eb54300.wav,Gong,0,20,4eb54300
/home/aagnone/data/dcase2018_gen/4ebe9797.wav,Clarinet,1,8,4ebe9797
/home/aagnone/data/dcase2018_gen/4ec9b517.wav,Fart,1,15,4ec9b517
/home/aagnone/data/dcase2018_gen/4ed35e10.wav,Computer_keyboard,1,9,4ed35e10
/home/aagnone/data/dcase2018_gen/4edb4195.wav,Squeak,0,34,4edb4195
/home/aagnone/data/dcase2018_gen/4ee33e64.wav,Tambourine,1,35,4ee33e64
/home/aagnone/data/dcase2018_gen/4ef89422.wav,Gunshot_or_gunfire,1,21,4ef89422
/home/aagnone/data/dcase2018_gen/4efc103c.wav,Tearing,0,36,4efc103c
/home/aagnone/data/dcase2018_gen/4f02375d.wav,Double_bass,0,12,4f02375d
/home/aagnone/data/dcase2018_gen/4f0289dc.wav,Fireworks,1,17,4f0289dc
/home/aagnone/data/dcase2018_gen/4f077f1b.wav,Computer_keyboard,1,9,4f077f1b
/home/aagnone/data/dcase2018_gen/4f0c9c17.wav,Oboe,1,29,4f0c9c17
/home/aagnone/data/dcase2018_gen/4f1fa214.wav,Fart,0,15,4f1fa214
/home/aagnone/data/dcase2018_gen/4f224ce4.wav,Gong,1,20,4f224ce4
/home/aagnone/data/dcase2018_gen/4f2ba735.wav,Burping_or_eructation,1,4,4f2ba735
/home/aagnone/data/dcase2018_gen/4f2f568c.wav,Fireworks,0,17,4f2f568c
/home/aagnone/data/dcase2018_gen/4f36f736.wav,Fart,1,15,4f36f736
/home/aagnone/data/dcase2018_gen/4f4999f9.wav,Finger_snapping,0,16,4f4999f9
/home/aagnone/data/dcase2018_gen/4f4d865f.wav,Laughter,0,26,4f4d865f
/home/aagnone/data/dcase2018_gen/4f5924a7.wav,Hi-hat,0,23,4f5924a7
/home/aagnone/data/dcase2018_gen/4f5a5cd7.wav,Meow,0,27,4f5a5cd7
/home/aagnone/data/dcase2018_gen/4f5b430d.wav,Microwave_oven,1,28,4f5b430d
/home/aagnone/data/dcase2018_gen/4f5e27a8.wav,Saxophone,1,30,4f5e27a8
/home/aagnone/data/dcase2018_gen/4f600ce5.wav,Cough,0,10,4f600ce5
/home/aagnone/data/dcase2018_gen/4f60abb7.wav,Trumpet,0,38,4f60abb7
/home/aagnone/data/dcase2018_gen/4f716ff6.wav,Laughter,0,26,4f716ff6
/home/aagnone/data/dcase2018_gen/4f7f9b42.wav,Fireworks,0,17,4f7f9b42
/home/aagnone/data/dcase2018_gen/4f844b16.wav,Bass_drum,0,3,4f844b16
/home/aagnone/data/dcase2018_gen/4f910b76.wav,Oboe,0,29,4f910b76
/home/aagnone/data/dcase2018_gen/4f92aa62.wav,Tambourine,1,35,4f92aa62
/home/aagnone/data/dcase2018_gen/4f99f874.wav,Violin_or_fiddle,1,39,4f99f874
/home/aagnone/data/dcase2018_gen/4fb480bf.wav,Double_bass,1,12,4fb480bf
/home/aagnone/data/dcase2018_gen/4fc6d14d.wav,Clarinet,0,8,4fc6d14d
/home/aagnone/data/dcase2018_gen/4fd80b5c.wav,Chime,1,7,4fd80b5c
/home/aagnone/data/dcase2018_gen/4fd883bb.wav,Double_bass,1,12,4fd883bb
/home/aagnone/data/dcase2018_gen/4fd997f5.wav,Keys_jangling,1,24,4fd997f5
/home/aagnone/data/dcase2018_gen/4fe5c745.wav,Acoustic_guitar,0,0,4fe5c745
/home/aagnone/data/dcase2018_gen/4fe7f333.wav,Tambourine,1,35,4fe7f333
/home/aagnone/data/dcase2018_gen/4fed9012.wav,Burping_or_eructation,0,4,4fed9012
/home/aagnone/data/dcase2018_gen/4ff21dc7.wav,Tambourine,0,35,4ff21dc7
/home/aagnone/data/dcase2018_gen/4ff4dceb.wav,Squeak,0,34,4ff4dceb
/home/aagnone/data/dcase2018_gen/4ff578f2.wav,Glockenspiel,1,19,4ff578f2
/home/aagnone/data/dcase2018_gen/5002939d.wav,Electric_piano,0,14,5002939d
/home/aagnone/data/dcase2018_gen/50046110.wav,Gunshot_or_gunfire,1,21,50046110
/home/aagnone/data/dcase2018_gen/500ba1bd.wav,Electric_piano,0,14,500ba1bd
/home/aagnone/data/dcase2018_gen/500c144a.wav,Tearing,0,36,500c144a
/home/aagnone/data/dcase2018_gen/50114f75.wav,Knock,0,25,50114f75
/home/aagnone/data/dcase2018_gen/50138e49.wav,Acoustic_guitar,0,0,50138e49
/home/aagnone/data/dcase2018_gen/501875ef.wav,Snare_drum,0,33,501875ef
/home/aagnone/data/dcase2018_gen/5026aa84.wav,Fart,0,15,5026aa84
/home/aagnone/data/dcase2018_gen/5028080f.wav,Bass_drum,0,3,5028080f
/home/aagnone/data/dcase2018_gen/503b22a3.wav,Harmonica,1,22,503b22a3
/home/aagnone/data/dcase2018_gen/503dabea.wav,Cowbell,0,11,503dabea
/home/aagnone/data/dcase2018_gen/503e81d0.wav,Scissors,1,31,503e81d0
/home/aagnone/data/dcase2018_gen/503f2dfd.wav,Laughter,0,26,503f2dfd
/home/aagnone/data/dcase2018_gen/50495a4e.wav,Hi-hat,0,23,50495a4e
/home/aagnone/data/dcase2018_gen/504dd043.wav,Cough,0,10,504dd043
/home/aagnone/data/dcase2018_gen/505207c3.wav,Oboe,0,29,505207c3
/home/aagnone/data/dcase2018_gen/505219ee.wav,Writing,0,40,505219ee
/home/aagnone/data/dcase2018_gen/50556530.wav,Tearing,0,36,50556530
/home/aagnone/data/dcase2018_gen/5057d536.wav,Shatter,0,32,5057d536
/home/aagnone/data/dcase2018_gen/506d0b19.wav,Laughter,1,26,506d0b19
/home/aagnone/data/dcase2018_gen/50853a02.wav,Cough,0,10,50853a02
/home/aagnone/data/dcase2018_gen/5089152a.wav,Shatter,0,32,5089152a
/home/aagnone/data/dcase2018_gen/508c1461.wav,Fireworks,0,17,508c1461
/home/aagnone/data/dcase2018_gen/508d3aed.wav,Fart,1,15,508d3aed
/home/aagnone/data/dcase2018_gen/508e8e56.wav,Cello,1,6,508e8e56
/home/aagnone/data/dcase2018_gen/50917ab0.wav,Bark,0,2,50917ab0
/home/aagnone/data/dcase2018_gen/509755f0.wav,Electric_piano,0,14,509755f0
/home/aagnone/data/dcase2018_gen/509a6c22.wav,Scissors,1,31,509a6c22
/home/aagnone/data/dcase2018_gen/50a01a4f.wav,Flute,0,18,50a01a4f
/home/aagnone/data/dcase2018_gen/50af697c.wav,Tearing,0,36,50af697c
/home/aagnone/data/dcase2018_gen/50bcdc09.wav,Cowbell,0,11,50bcdc09
/home/aagnone/data/dcase2018_gen/50bd36cb.wav,Finger_snapping,1,16,50bd36cb
/home/aagnone/data/dcase2018_gen/50bdc567.wav,Applause,0,1,50bdc567
/home/aagnone/data/dcase2018_gen/50cb9b29.wav,Burping_or_eructation,0,4,50cb9b29
/home/aagnone/data/dcase2018_gen/50d300d1.wav,Cowbell,1,11,50d300d1
/home/aagnone/data/dcase2018_gen/50d356da.wav,Bark,0,2,50d356da
/home/aagnone/data/dcase2018_gen/50d7bcd2.wav,Tearing,0,36,50d7bcd2
/home/aagnone/data/dcase2018_gen/50d9edd6.wav,Cough,0,10,50d9edd6
/home/aagnone/data/dcase2018_gen/50e7451d.wav,Applause,1,1,50e7451d
/home/aagnone/data/dcase2018_gen/50fc3ef5.wav,Electric_piano,1,14,50fc3ef5
/home/aagnone/data/dcase2018_gen/50fd4c27.wav,Microwave_oven,1,28,50fd4c27
/home/aagnone/data/dcase2018_gen/510193fb.wav,Saxophone,1,30,510193fb
/home/aagnone/data/dcase2018_gen/5104b6e1.wav,Bus,1,5,5104b6e1
/home/aagnone/data/dcase2018_gen/5116f9b0.wav,Cello,0,6,5116f9b0
/home/aagnone/data/dcase2018_gen/511d5a4b.wav,Gunshot_or_gunfire,1,21,511d5a4b
/home/aagnone/data/dcase2018_gen/511fb54a.wav,Bark,1,2,511fb54a
/home/aagnone/data/dcase2018_gen/512355a9.wav,Electric_piano,0,14,512355a9
/home/aagnone/data/dcase2018_gen/5123bba0.wav,Bass_drum,0,3,5123bba0
/home/aagnone/data/dcase2018_gen/512661dc.wav,Bass_drum,0,3,512661dc
/home/aagnone/data/dcase2018_gen/512b0a33.wav,Double_bass,1,12,512b0a33
/home/aagnone/data/dcase2018_gen/513f4971.wav,Electric_piano,0,14,513f4971
/home/aagnone/data/dcase2018_gen/51402418.wav,Double_bass,1,12,51402418
/home/aagnone/data/dcase2018_gen/514710bc.wav,Hi-hat,0,23,514710bc
/home/aagnone/data/dcase2018_gen/514a974d.wav,Tearing,0,36,514a974d
/home/aagnone/data/dcase2018_gen/515a7743.wav,Cello,1,6,515a7743
/home/aagnone/data/dcase2018_gen/51623d70.wav,Shatter,0,32,51623d70
/home/aagnone/data/dcase2018_gen/5166ee5a.wav,Computer_keyboard,1,9,5166ee5a
/home/aagnone/data/dcase2018_gen/516ed121.wav,Fireworks,0,17,516ed121
/home/aagnone/data/dcase2018_gen/51711246.wav,Fart,0,15,51711246
/home/aagnone/data/dcase2018_gen/51723a64.wav,Cowbell,0,11,51723a64
/home/aagnone/data/dcase2018_gen/517f3959.wav,Microwave_oven,0,28,517f3959
/home/aagnone/data/dcase2018_gen/518250e2.wav,Shatter,1,32,518250e2
/home/aagnone/data/dcase2018_gen/518ea0eb.wav,Fireworks,0,17,518ea0eb
/home/aagnone/data/dcase2018_gen/51994034.wav,Cough,0,10,51994034
/home/aagnone/data/dcase2018_gen/519b068d.wav,Bark,0,2,519b068d
/home/aagnone/data/dcase2018_gen/51a0ed08.wav,Tambourine,1,35,51a0ed08
/home/aagnone/data/dcase2018_gen/51a51d9d.wav,Squeak,0,34,51a51d9d
/home/aagnone/data/dcase2018_gen/51afebdf.wav,Electric_piano,0,14,51afebdf
/home/aagnone/data/dcase2018_gen/51b14c9d.wav,Violin_or_fiddle,1,39,51b14c9d
/home/aagnone/data/dcase2018_gen/51b9d0b7.wav,Gunshot_or_gunfire,1,21,51b9d0b7
/home/aagnone/data/dcase2018_gen/51bc618d.wav,Applause,0,1,51bc618d
/home/aagnone/data/dcase2018_gen/51c4cd41.wav,Flute,0,18,51c4cd41
/home/aagnone/data/dcase2018_gen/51cbcf35.wav,Gong,1,20,51cbcf35
/home/aagnone/data/dcase2018_gen/51cfc1d3.wav,Fireworks,1,17,51cfc1d3
/home/aagnone/data/dcase2018_gen/51d28a24.wav,Acoustic_guitar,0,0,51d28a24
/home/aagnone/data/dcase2018_gen/51edf8ee.wav,Knock,0,25,51edf8ee
/home/aagnone/data/dcase2018_gen/51f845a4.wav,Tearing,0,36,51f845a4
/home/aagnone/data/dcase2018_gen/51f9a488.wav,Cello,1,6,51f9a488
/home/aagnone/data/dcase2018_gen/51fc52e6.wav,Knock,0,25,51fc52e6
/home/aagnone/data/dcase2018_gen/51ffc008.wav,Electric_piano,0,14,51ffc008
/home/aagnone/data/dcase2018_gen/5202c954.wav,Gong,1,20,5202c954
/home/aagnone/data/dcase2018_gen/5206fbc7.wav,Acoustic_guitar,1,0,5206fbc7
/home/aagnone/data/dcase2018_gen/520b22f7.wav,Shatter,1,32,520b22f7
/home/aagnone/data/dcase2018_gen/52127914.wav,Meow,1,27,52127914
/home/aagnone/data/dcase2018_gen/5213c673.wav,Microwave_oven,1,28,5213c673
/home/aagnone/data/dcase2018_gen/521c3585.wav,Fireworks,0,17,521c3585
/home/aagnone/data/dcase2018_gen/52300f9b.wav,Hi-hat,1,23,52300f9b
/home/aagnone/data/dcase2018_gen/5230e439.wav,Writing,1,40,5230e439
/home/aagnone/data/dcase2018_gen/5233fe9c.wav,Trumpet,0,38,5233fe9c
/home/aagnone/data/dcase2018_gen/5237eea9.wav,Electric_piano,1,14,5237eea9
/home/aagnone/data/dcase2018_gen/5239016a.wav,Shatter,0,32,5239016a
/home/aagnone/data/dcase2018_gen/523f65d5.wav,Electric_piano,1,14,523f65d5
/home/aagnone/data/dcase2018_gen/52422d3d.wav,Fireworks,0,17,52422d3d
/home/aagnone/data/dcase2018_gen/52480f3e.wav,Oboe,1,29,52480f3e
/home/aagnone/data/dcase2018_gen/524dea8d.wav,Applause,0,1,524dea8d
/home/aagnone/data/dcase2018_gen/5252f89f.wav,Tearing,0,36,5252f89f
/home/aagnone/data/dcase2018_gen/5263369a.wav,Glockenspiel,1,19,5263369a
/home/aagnone/data/dcase2018_gen/52719891.wav,Clarinet,0,8,52719891
/home/aagnone/data/dcase2018_gen/527a6550.wav,Writing,0,40,527a6550
/home/aagnone/data/dcase2018_gen/52834f79.wav,Acoustic_guitar,1,0,52834f79
/home/aagnone/data/dcase2018_gen/5283a183.wav,Bass_drum,0,3,5283a183
/home/aagnone/data/dcase2018_gen/52860d22.wav,Violin_or_fiddle,1,39,52860d22
/home/aagnone/data/dcase2018_gen/5287b30b.wav,Clarinet,0,8,5287b30b
/home/aagnone/data/dcase2018_gen/528b1fdc.wav,Harmonica,1,22,528b1fdc
/home/aagnone/data/dcase2018_gen/528fd885.wav,Gunshot_or_gunfire,1,21,528fd885
/home/aagnone/data/dcase2018_gen/529c6ded.wav,Tearing,0,36,529c6ded
/home/aagnone/data/dcase2018_gen/529ca3b3.wav,Computer_keyboard,1,9,529ca3b3
/home/aagnone/data/dcase2018_gen/52aceab1.wav,Tearing,0,36,52aceab1
/home/aagnone/data/dcase2018_gen/52b0d05c.wav,Violin_or_fiddle,1,39,52b0d05c
/home/aagnone/data/dcase2018_gen/52b61c21.wav,Squeak,0,34,52b61c21
/home/aagnone/data/dcase2018_gen/52ba1c68.wav,Hi-hat,0,23,52ba1c68
/home/aagnone/data/dcase2018_gen/52d30eec.wav,Bass_drum,1,3,52d30eec
/home/aagnone/data/dcase2018_gen/52d78e42.wav,Squeak,0,34,52d78e42
/home/aagnone/data/dcase2018_gen/52e54bdd.wav,Bass_drum,1,3,52e54bdd
/home/aagnone/data/dcase2018_gen/52e5b888.wav,Laughter,0,26,52e5b888
/home/aagnone/data/dcase2018_gen/52e8444c.wav,Fireworks,0,17,52e8444c
/home/aagnone/data/dcase2018_gen/52ef7355.wav,Trumpet,1,38,52ef7355
/home/aagnone/data/dcase2018_gen/52efdfdd.wav,Meow,0,27,52efdfdd
/home/aagnone/data/dcase2018_gen/5305bd4e.wav,Shatter,0,32,5305bd4e
/home/aagnone/data/dcase2018_gen/530ff8db.wav,Electric_piano,1,14,530ff8db
/home/aagnone/data/dcase2018_gen/53157a1b.wav,Cello,0,6,53157a1b
/home/aagnone/data/dcase2018_gen/5315d52b.wav,Fart,0,15,5315d52b
/home/aagnone/data/dcase2018_gen/5316ab94.wav,Hi-hat,0,23,5316ab94
/home/aagnone/data/dcase2018_gen/5318e9d2.wav,Fireworks,0,17,5318e9d2
/home/aagnone/data/dcase2018_gen/531a3044.wav,Telephone,1,37,531a3044
/home/aagnone/data/dcase2018_gen/531b0def.wav,Electric_piano,0,14,531b0def
/home/aagnone/data/dcase2018_gen/5323a054.wav,Cough,0,10,5323a054
/home/aagnone/data/dcase2018_gen/532dfe7e.wav,Hi-hat,0,23,532dfe7e
/home/aagnone/data/dcase2018_gen/5343d118.wav,Fireworks,0,17,5343d118
/home/aagnone/data/dcase2018_gen/5343fd1e.wav,Snare_drum,0,33,5343fd1e
/home/aagnone/data/dcase2018_gen/534914d0.wav,Fart,0,15,534914d0
/home/aagnone/data/dcase2018_gen/5356d361.wav,Shatter,1,32,5356d361
/home/aagnone/data/dcase2018_gen/5361e01a.wav,Cough,0,10,5361e01a
/home/aagnone/data/dcase2018_gen/5365903a.wav,Gunshot_or_gunfire,1,21,5365903a
/home/aagnone/data/dcase2018_gen/5372a9e5.wav,Drawer_open_or_close,0,13,5372a9e5
/home/aagnone/data/dcase2018_gen/53765a7b.wav,Fireworks,0,17,53765a7b
/home/aagnone/data/dcase2018_gen/537b400b.wav,Oboe,1,29,537b400b
/home/aagnone/data/dcase2018_gen/5388d14d.wav,Saxophone,1,30,5388d14d
/home/aagnone/data/dcase2018_gen/5398dcd3.wav,Violin_or_fiddle,1,39,5398dcd3
/home/aagnone/data/dcase2018_gen/5399cdfb.wav,Flute,0,18,5399cdfb
/home/aagnone/data/dcase2018_gen/53b13ce5.wav,Keys_jangling,0,24,53b13ce5
/home/aagnone/data/dcase2018_gen/53b70883.wav,Hi-hat,0,23,53b70883
/home/aagnone/data/dcase2018_gen/53b99f13.wav,Tearing,0,36,53b99f13
/home/aagnone/data/dcase2018_gen/53bce2b7.wav,Knock,1,25,53bce2b7
/home/aagnone/data/dcase2018_gen/53c221b6.wav,Flute,1,18,53c221b6
/home/aagnone/data/dcase2018_gen/53c716f5.wav,Harmonica,0,22,53c716f5
/home/aagnone/data/dcase2018_gen/53c94e09.wav,Fireworks,0,17,53c94e09
/home/aagnone/data/dcase2018_gen/53c99b1f.wav,Cello,0,6,53c99b1f
/home/aagnone/data/dcase2018_gen/53d1ed2b.wav,Cello,1,6,53d1ed2b
/home/aagnone/data/dcase2018_gen/53d2b678.wav,Tearing,1,36,53d2b678
/home/aagnone/data/dcase2018_gen/53d5dfdf.wav,Applause,0,1,53d5dfdf
/home/aagnone/data/dcase2018_gen/53da29c9.wav,Hi-hat,0,23,53da29c9
/home/aagnone/data/dcase2018_gen/53dda34d.wav,Snare_drum,0,33,53dda34d
/home/aagnone/data/dcase2018_gen/53f24a96.wav,Snare_drum,0,33,53f24a96
/home/aagnone/data/dcase2018_gen/53fd8788.wav,Trumpet,1,38,53fd8788
/home/aagnone/data/dcase2018_gen/540226e3.wav,Cough,1,10,540226e3
/home/aagnone/data/dcase2018_gen/540cd3bc.wav,Bass_drum,1,3,540cd3bc
/home/aagnone/data/dcase2018_gen/540dcb37.wav,Cowbell,0,11,540dcb37
/home/aagnone/data/dcase2018_gen/541793d3.wav,Tearing,0,36,541793d3
/home/aagnone/data/dcase2018_gen/542855bb.wav,Knock,0,25,542855bb
/home/aagnone/data/dcase2018_gen/542bb157.wav,Writing,1,40,542bb157
/home/aagnone/data/dcase2018_gen/542cab4b.wav,Cowbell,1,11,542cab4b
/home/aagnone/data/dcase2018_gen/543e2e44.wav,Laughter,1,26,543e2e44
/home/aagnone/data/dcase2018_gen/5448e59e.wav,Trumpet,0,38,5448e59e
/home/aagnone/data/dcase2018_gen/544b7abd.wav,Computer_keyboard,0,9,544b7abd
/home/aagnone/data/dcase2018_gen/544e7a47.wav,Oboe,0,29,544e7a47
/home/aagnone/data/dcase2018_gen/544f3b23.wav,Acoustic_guitar,1,0,544f3b23
/home/aagnone/data/dcase2018_gen/545574e6.wav,Cowbell,0,11,545574e6
/home/aagnone/data/dcase2018_gen/5460a181.wav,Applause,0,1,5460a181
/home/aagnone/data/dcase2018_gen/546416c0.wav,Bark,1,2,546416c0
/home/aagnone/data/dcase2018_gen/54679e2a.wav,Squeak,1,34,54679e2a
/home/aagnone/data/dcase2018_gen/5467ecb4.wav,Tearing,0,36,5467ecb4
/home/aagnone/data/dcase2018_gen/546d1aa8.wav,Tearing,0,36,546d1aa8
/home/aagnone/data/dcase2018_gen/54777c28.wav,Acoustic_guitar,1,0,54777c28
/home/aagnone/data/dcase2018_gen/54864b6d.wav,Flute,0,18,54864b6d
/home/aagnone/data/dcase2018_gen/54869db1.wav,Chime,1,7,54869db1
/home/aagnone/data/dcase2018_gen/548f4a64.wav,Computer_keyboard,0,9,548f4a64
/home/aagnone/data/dcase2018_gen/5495de48.wav,Chime,0,7,5495de48
/home/aagnone/data/dcase2018_gen/54a77272.wav,Fireworks,0,17,54a77272
/home/aagnone/data/dcase2018_gen/54a7a58f.wav,Tearing,0,36,54a7a58f
/home/aagnone/data/dcase2018_gen/54a8e5b9.wav,Snare_drum,0,33,54a8e5b9
/home/aagnone/data/dcase2018_gen/54ab7672.wav,Trumpet,0,38,54ab7672
/home/aagnone/data/dcase2018_gen/54ac3fe7.wav,Violin_or_fiddle,1,39,54ac3fe7
/home/aagnone/data/dcase2018_gen/54b61eec.wav,Bus,0,5,54b61eec
/home/aagnone/data/dcase2018_gen/54b714ef.wav,Applause,0,1,54b714ef
/home/aagnone/data/dcase2018_gen/54bb57af.wav,Cello,1,6,54bb57af
/home/aagnone/data/dcase2018_gen/54beedf8.wav,Acoustic_guitar,0,0,54beedf8
/home/aagnone/data/dcase2018_gen/54c20e0a.wav,Double_bass,0,12,54c20e0a
/home/aagnone/data/dcase2018_gen/54c2fdba.wav,Tambourine,0,35,54c2fdba
/home/aagnone/data/dcase2018_gen/54c32b7a.wav,Applause,0,1,54c32b7a
/home/aagnone/data/dcase2018_gen/54c69259.wav,Computer_keyboard,1,9,54c69259
/home/aagnone/data/dcase2018_gen/54cfff7e.wav,Bass_drum,0,3,54cfff7e
/home/aagnone/data/dcase2018_gen/54db602f.wav,Tearing,1,36,54db602f
/home/aagnone/data/dcase2018_gen/54e0f1a8.wav,Electric_piano,1,14,54e0f1a8
/home/aagnone/data/dcase2018_gen/54efbdf9.wav,Electric_piano,0,14,54efbdf9
/home/aagnone/data/dcase2018_gen/54f4ed65.wav,Bark,1,2,54f4ed65
/home/aagnone/data/dcase2018_gen/54f86efe.wav,Hi-hat,0,23,54f86efe
/home/aagnone/data/dcase2018_gen/54f89ec3.wav,Oboe,0,29,54f89ec3
/home/aagnone/data/dcase2018_gen/54feec8f.wav,Applause,0,1,54feec8f
/home/aagnone/data/dcase2018_gen/5503dbff.wav,Trumpet,0,38,5503dbff
/home/aagnone/data/dcase2018_gen/5503e01b.wav,Keys_jangling,1,24,5503e01b
/home/aagnone/data/dcase2018_gen/55040d8b.wav,Burping_or_eructation,0,4,55040d8b
/home/aagnone/data/dcase2018_gen/5506629f.wav,Clarinet,1,8,5506629f
/home/aagnone/data/dcase2018_gen/55087d4d.wav,Oboe,1,29,55087d4d
/home/aagnone/data/dcase2018_gen/550cae67.wav,Shatter,0,32,550cae67
/home/aagnone/data/dcase2018_gen/5531a5e1.wav,Bass_drum,0,3,5531a5e1
/home/aagnone/data/dcase2018_gen/553245ef.wav,Electric_piano,1,14,553245ef
/home/aagnone/data/dcase2018_gen/5543631a.wav,Saxophone,1,30,5543631a
/home/aagnone/data/dcase2018_gen/5554d95d.wav,Cowbell,1,11,5554d95d
/home/aagnone/data/dcase2018_gen/5558f338.wav,Fireworks,0,17,5558f338
/home/aagnone/data/dcase2018_gen/5560b9c0.wav,Tearing,0,36,5560b9c0
/home/aagnone/data/dcase2018_gen/557040c2.wav,Snare_drum,0,33,557040c2
/home/aagnone/data/dcase2018_gen/557475a3.wav,Tearing,0,36,557475a3
/home/aagnone/data/dcase2018_gen/55783841.wav,Knock,0,25,55783841
/home/aagnone/data/dcase2018_gen/55822aae.wav,Acoustic_guitar,1,0,55822aae
/home/aagnone/data/dcase2018_gen/558a13e0.wav,Clarinet,1,8,558a13e0
/home/aagnone/data/dcase2018_gen/55a17a88.wav,Writing,0,40,55a17a88
/home/aagnone/data/dcase2018_gen/55a23759.wav,Saxophone,0,30,55a23759
/home/aagnone/data/dcase2018_gen/55aed1da.wav,Fireworks,1,17,55aed1da
/home/aagnone/data/dcase2018_gen/55b2828b.wav,Acoustic_guitar,0,0,55b2828b
/home/aagnone/data/dcase2018_gen/55b7b452.wav,Meow,1,27,55b7b452
/home/aagnone/data/dcase2018_gen/55b7d572.wav,Double_bass,0,12,55b7d572
/home/aagnone/data/dcase2018_gen/55c288a5.wav,Oboe,0,29,55c288a5
/home/aagnone/data/dcase2018_gen/55cb6a50.wav,Fireworks,0,17,55cb6a50
/home/aagnone/data/dcase2018_gen/55d52a69.wav,Flute,1,18,55d52a69
/home/aagnone/data/dcase2018_gen/55d60bf0.wav,Trumpet,1,38,55d60bf0
/home/aagnone/data/dcase2018_gen/55dd4e7c.wav,Bus,1,5,55dd4e7c
/home/aagnone/data/dcase2018_gen/55df0089.wav,Writing,0,40,55df0089
/home/aagnone/data/dcase2018_gen/5604d72a.wav,Clarinet,0,8,5604d72a
/home/aagnone/data/dcase2018_gen/560506a1.wav,Gunshot_or_gunfire,1,21,560506a1
/home/aagnone/data/dcase2018_gen/560977ac.wav,Saxophone,0,30,560977ac
/home/aagnone/data/dcase2018_gen/561d33d3.wav,Snare_drum,1,33,561d33d3
/home/aagnone/data/dcase2018_gen/56220972.wav,Snare_drum,0,33,56220972
/home/aagnone/data/dcase2018_gen/56238daa.wav,Double_bass,0,12,56238daa
/home/aagnone/data/dcase2018_gen/56239e18.wav,Trumpet,0,38,56239e18
/home/aagnone/data/dcase2018_gen/56271e97.wav,Scissors,0,31,56271e97
/home/aagnone/data/dcase2018_gen/562d93f5.wav,Flute,1,18,562d93f5
/home/aagnone/data/dcase2018_gen/562fed68.wav,Double_bass,0,12,562fed68
/home/aagnone/data/dcase2018_gen/5631d60b.wav,Applause,0,1,5631d60b
/home/aagnone/data/dcase2018_gen/5638382e.wav,Knock,0,25,5638382e
/home/aagnone/data/dcase2018_gen/563f830b.wav,Bass_drum,0,3,563f830b
/home/aagnone/data/dcase2018_gen/5644beb8.wav,Bass_drum,1,3,5644beb8
/home/aagnone/data/dcase2018_gen/564c018d.wav,Writing,0,40,564c018d
/home/aagnone/data/dcase2018_gen/564ebce0.wav,Fart,0,15,564ebce0
/home/aagnone/data/dcase2018_gen/564f1a49.wav,Gong,1,20,564f1a49
/home/aagnone/data/dcase2018_gen/5655bcc9.wav,Bass_drum,0,3,5655bcc9
/home/aagnone/data/dcase2018_gen/565d4f5a.wav,Glockenspiel,1,19,565d4f5a
/home/aagnone/data/dcase2018_gen/565f3ee2.wav,Bass_drum,1,3,565f3ee2
/home/aagnone/data/dcase2018_gen/5666db3a.wav,Gong,0,20,5666db3a
